Title,English_Title,Score,Genres,Type,Episodes,Status,Start_Date,End_Date,Premiered,Broadcast,Producers,Licensors,Studios,Source,Duration_Minutes,Rating,Popularity,Members,Favorites,Ranked
GA: Geijutsuka Art Design Class,,7.14,"Slice of Life, Comedy, School, Seinen",TV,12,Finished Airing,7/7/2009,9/22/2009,Summer 2009,Unknown,"AIC, Houbunsha, Studio Jack","None found, add some",AIC PLUS+,4-koma manga,24,PG-13 - Teens 13 or older,4090,18038,68,3108
Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,,7.14,"Action, Sci-Fi, Space, Mecha, School, Seinen",Movie,1,Finished Airing,11/4/2016,,,,Sotsu,Sentai Filmworks,"Orange, Seven Arcs Pictures",Manga,77,PG-13 - Teens 13 or older,6526,5681,3,3109
Ginga Tetsudou Monogatari,The Galaxy Railways,7.14,"Action, Adventure, Drama, Sci-Fi, Space",TV,26,Finished Airing,10/4/2003,4/4/2004,Fall 2003,Unknown,"Ginga Ya, Studio Kyuuma, Trilogy Future Studio",Funimation,Planet,Original,24,PG-13 - Teens 13 or older,5125,10276,40,3110
Haikara-san ga Tooru,Smart-san,7.14,"Drama, Historical, Romance, Shoujo, Slice of Life",TV,42,Finished Airing,6/3/1978,3/31/1979,Summer 1978,Unknown,Asahi Broadcasting,"None found, add some",Nippon Animation,Manga,24,PG-13 - Teens 13 or older,7073,4619,9,3111
Happy Birthday: Inochi Kagayaku Toki,Re-Birthday,7.14,"Drama, Kids, Slice of Life",Movie,1,Finished Airing,7/27/1999,,,,"None found, add some","None found, add some",Magic Bus,Unknown,79,G - All Ages,8043,3223,15,3112
Hatenkou Yuugi,Hatenkou Yugi,7.14,"Adventure, Comedy, Drama, Romance, Fantasy, Josei",TV,10,Finished Airing,1/5/2008,3/8/2008,Winter 2008,Saturdays at 02:30 (JST),"Frontier Works, Sotsu",Sentai Filmworks,Studio Deen,Manga,24,PG-13 - Teens 13 or older,2962,34781,164,3113
Junketsu no Maria,Maria the Virgin Witch,7.14,"Comedy, Historical, Magic, Romance, Fantasy, Seinen",TV,12,Finished Airing,1/11/2015,3/29/2015,Winter 2015,Sundays at 22:30 (JST),"Bandai Visual, Lantis, Kodansha, I Will",Funimation,Production I.G,Manga,24,R - 17+ (violence & profanity),1239,135208,213,3114
Karin,,7.14,"Comedy, Supernatural, Romance, Vampire, School, Shounen",TV,24,Finished Airing,11/3/2005,5/11/2006,Fall 2005,Fridays at 00:00 (JST),"WOWOW, Frontier Works, Kadokawa Shoten, Half H.P Studio","Funimation, Geneon Entertainment USA",J.C.Staff,Manga,23,PG-13 - Teens 13 or older,1042,161048,706,3115
"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!","Keroro Gunso the Super Movie: Creation! Ultimate Keroro, Wonder Space-Time Island!!",7.14,Comedy,Movie,1,Finished Airing,2/27/2010,,,,"None found, add some","None found, add some",Sunrise,Manga,74,PG - Children,8193,3032,5,3116
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Requiem from the Darkness,7.14,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,Finished Airing,10/4/2003,12/27/2003,Fall 2003,Saturdays at 01:35 (JST),"Tokyo Movie Shinsha, RCC Chugoku Broadcasting, Toho, Tohokushinsha Film Corporation","Discotek Media, Geneon Entertainment USA",TMS Entertainment,Novel,24,R - 17+ (violence & profanity),3103,32122,104,3117
Kyuuketsuhime Miyu (TV),Vampire Princess Miyu,7.14,"Action, Horror, Demons, Drama, Vampire, Shoujo",TV,26,Finished Airing,10/6/1997,3/30/1998,Fall 1997,Tuesdays at 01:15 (JST),Studio Jack,"Tokyopop, Maiden Japan",AIC,Manga,25,R - 17+ (violence & profanity),3015,33558,159,3118
Mahou no Tenshi Creamy Mami,Magical Angel Creamy Mami,7.14,"Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",TV,52,Finished Airing,7/1/1983,6/29/1984,Summer 1983,Fridays at 18:00 (JST),Kodansha,"None found, add some",Studio Pierrot,Original,24,G - All Ages,4949,11293,106,3119
Majutsushi Orphen,Orphen,7.14,"Action, Adventure, Comedy, Demons, Fantasy, Magic",TV,24,Finished Airing,10/3/1998,3/27/1999,Fall 1998,Saturdays at 17:00 (JST),"Kadokawa Shoten, TBS",Sentai Filmworks,J.C.Staff,Light novel,25,PG-13 - Teens 13 or older,2809,38346,145,3120
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,,7.14,"Slice of Life, Comedy, Romance, Seinen",OVA,1,Finished Airing,3/28/2014,,,,"DAX Production, TOHO animation, Ichijinsha","None found, add some",Doga Kobo,4-koma manga,11,PG-13 - Teens 13 or older,2585,44888,16,3121
Musashi no Ken,,7.14,"Sports, Shounen",TV,72,Finished Airing,4/18/1985,9/26/1986,Spring 1985,Unknown,"None found, add some","None found, add some",Eiken,Manga,24,G - All Ages,9225,2027,7,3122
One Piece Movie 2: Nejimaki-jima no Daibouken,One Piece: Clockwork Island Adventure,7.14,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Movie,1,Finished Airing,3/3/2001,,,,"Fujipacific Music, Shueisha","None found, add some",Toei Animation,Manga,55,PG-13 - Teens 13 or older,1950,71774,22,3123
Otaku no Video,,7.14,"Comedy, Drama, Historical, Magic, Mecha, Sci-Fi",OVA,2,Finished Airing,9/27/1991,12/20/1991,,,Youmex,AnimEigo,Gainax,Other,48,PG-13 - Teens 13 or older,3436,26255,98,3124
Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,Pretty Cure All Stars DX2: Light of Hope - Protect the Rainbow Jewel!,7.14,"Action, Fantasy, Magic, Shoujo",Movie,1,Finished Airing,3/20/2010,,,,Asahi Broadcasting,"None found, add some",Toei Animation,Original,70,G - All Ages,6596,5506,8,3125
Puchimas!: Petit iDOLM@STER,PUCHIM@S,7.14,"Comedy, Slice of Life",ONA,64,Finished Airing,1/1/2013,3/29/2013,,,"None found, add some",Funimation,Gathering,4-koma manga,2,PG-13 - Teens 13 or older,4710,12635,28,3126
Rec: Yurusarezarumono,,7.14,"Comedy, Drama, Romance, Seinen",Special,1,Finished Airing,6/30/2006,,,,"None found, add some","None found, add some",Shaft,Manga,13,PG-13 - Teens 13 or older,3702,22547,4,3127
Saint Seiya Recap,Saint Seiya: Summary,7.14,"Sci-Fi, Adventure, Fantasy, Shounen",Special,1,Finished Airing,1/25/2003,,,,"None found, add some","None found, add some",Toei Animation,Unknown,25,PG-13 - Teens 13 or older,6324,6111,11,3128
Shikioriori,Flavors of Youth,7.14,"Drama, Romance, Slice of Life",Movie,3,Finished Airing,8/4/2018,,,,"The Answer Studio, Sound Team Don Juan, Tokyo Theatres, Haoliners Animation League, bilibili","None found, add some",CoMix Wave Films,Original,26,PG-13 - Teens 13 or older,1322,125436,234,3129
Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,,7.14,"Mystery, Comedy, Super Power",Movie,1,Finished Airing,2/27/2016,,,,"Sotsu, Bushiroad, Tokyo MX, Chrono Gear Creative, Bushiroad Music, Epicross","None found, add some",J.C.Staff,Original,69,PG-13 - Teens 13 or older,7703,3692,4,3130
Unico,The Fantastic Adventures Of Unico,7.14,"Adventure, Fantasy, Kids",Movie,1,Finished Airing,3/14/1981,,,,"Sanrio, Tezuka Productions",Discotek Media,Madhouse,Manga,90,G - All Ages,7165,4503,28,3131
"Wake Up, Girls! Seishun no Kage",,7.14,"Drama, Music",Movie,1,Finished Airing,9/25/2015,,,,"TV Tokyo, Tatsunoko Production, AT-X, Toho, Ultra Super Pictures, DIVE II Entertainment, Good Smile Company, Avex Pictures, Lawson HMV Entertainment, Hiroshi Planning","None found, add some","Ordet, Millepensee",Original,54,PG-13 - Teens 13 or older,5533,8523,10,3132
Yes! Precure 5 GoGo!,,7.14,"Action, Magic, Fantasy, School, Shoujo",TV,48,Finished Airing,2/3/2008,1/25/2009,Winter 2008,Sundays at 08:30 (JST),Asahi Broadcasting,"None found, add some",Toei Animation,Original,24,G - All Ages,5582,8336,28,3133
Yokohama Kaidashi Kikou: Quiet Country Cafe,,7.14,"Sci-Fi, Slice of Life, Seinen",OVA,2,Finished Airing,12/18/2002,3/5/2003,,,SME Visual Works,"None found, add some",Ajia-Do,Manga,32,R+ - Mild Nudity,4334,15820,40,3134
Mouretsu Pirates: Abyss of Hyperspace,Bodacious Space Pirates the Movie: Abyss of Hyperspace,7.13,"Sci-Fi, Space",Movie,1,Finished Airing,2/22/2014,,,,Starchild Records,Sentai Filmworks,Satelight,Light novel,93,PG-13 - Teens 13 or older,4799,12168,12,3135
Nobunaga no Shinobi: Ise Kanegasaki-hen,Ninja Girl & Samurai Master 2nd,7.13,"Comedy, Historical",TV,26,Finished Airing,4/8/2017,9/30/2017,Spring 2017,Saturdays at 01:35 (JST),TMS Music,"None found, add some",TMS Entertainment,4-koma manga,3,PG-13 - Teens 13 or older,5281,9520,5,3136
One Piece: Episode of Sorajima,One Piece: Episode of Skypiea,7.13,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",Special,1,Finished Airing,8/25/2018,,,,"None found, add some",Funimation,Toei Animation,Manga,105,PG-13 - Teens 13 or older,3821,21280,21,3137
One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,"One Piece: Emergency Planning, A Perfect Strategy for the One Piece",7.13,"Adventure, Comedy, Fantasy, Shounen",Special,1,Finished Airing,12/22/1999,,,,"Fuji TV, TAP","None found, add some",Toei Animation,Manga,24,PG-13 - Teens 13 or older,4522,14126,9,3138
Onegai My Melody,,7.13,"Comedy, Magic, Fantasy",TV,52,Finished Airing,4/3/2005,3/26/2006,Spring 2005,Sundays at 09:30 (JST),"TV Osaka, Sanrio, Yomiuri Advertising","None found, add some",Studio Comet,Unknown,24,PG - Children,5112,10375,109,3139
Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,,7.13,"Action, Kids, Magic, Shoujo",Movie,1,Finished Airing,3/16/2013,,,,Kinoshita Group Holdings,"None found, add some",Toei Animation,Original,71,G - All Ages,7540,3927,3,3140
Precure All Stars Movie New Stage: Mirai no Tomodachi,,7.13,"Fantasy, Magic, Shoujo",Movie,1,Finished Airing,3/17/2012,,,,Marvelous AQL,"None found, add some",Toei Animation,Original,73,G - All Ages,7006,4747,5,3141
Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,,7.13,"Action, Sci-Fi, Police, Psychological",Movie,1,Finished Airing,1/25/2019,,,,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, MAGNET","None found, add some",Production I.G,Original,60,R - 17+ (violence & profanity),1852,79522,57,3142
Rockman.EXE Axess,MegaMan: Axess,7.13,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,51,Finished Airing,10/4/2003,9/25/2004,Fall 2003,Unknown,"TV Tokyo, Shogakukan-Shueisha Productions","None found, add some",Xebec,Game,24,PG - Children,4398,15198,35,3143
Shakugan no Shana-tan Movie,,7.13,"Adventure, Comedy, Parody, Fantasy",Special,1,Finished Airing,9/21/2007,,,,"None found, add some","None found, add some",J.C.Staff,Unknown,5,PG-13 - Teens 13 or older,3649,23311,19,3144
Shin Captain Tsubasa,,7.13,"Action, Sports, Shounen",OVA,13,Finished Airing,7/1/1989,7/1/1990,,,"Studio Comet, Nihon Ad Systems, Fuji TV","None found, add some",Nippon Animation,Manga,26,G - All Ages,5105,10393,12,3145
Shingeki no Bahamut: Genesis - Short Story,,7.13,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",ONA,2,Finished Airing,12/28/2016,2/20/2017,,,Cygames,"None found, add some",MAPPA,Game,9,PG-13 - Teens 13 or older,3692,22912,7,3146
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",,7.13,"Slice of Life, Comedy, Shoujo",OVA,1,Finished Airing,8/24/2016,,,,TBS,Funimation,8bit,Manga,24,PG - Children,6521,5697,3,3147
Tenchi Muyou! Manatsu no Eve,Tenchi the Movie 2: Daughter of Darkness,7.13,"Action, Comedy, Sci-Fi, Shounen, Space",Movie,1,Finished Airing,8/2/1997,,,,"Geneon Universal Entertainment, Genco, Pioneer LDC, Nippon Cultural Broadcasting","Funimation, Geneon Entertainment USA",AIC,Unknown,59,R+ - Mild Nudity,4517,14152,13,3148
Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,,7.13,"Ecchi, Music",Music,1,Finished Airing,5/27/2009,,,,"None found, add some","None found, add some",Gainax,Original,4,PG-13 - Teens 13 or older,3340,27815,27,3149
Tenjoubito to Akutobito Saigo no Tatakai,,7.13,"Action, Fantasy, Magic, Super Power, Supernatural",Movie,1,Finished Airing,4/18/2009,,,,"None found, add some","None found, add some",Kyoto Animation,Original,90,PG-13 - Teens 13 or older,5851,7440,8,3150
Tennis no Ouji-sama: Another Story - Kako to Mirai no Message Specials,Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus,7.13,"Comedy, Sports",Special,2,Finished Airing,5/26/2009,9/25/2009,,,M.S.C,"None found, add some","None found, add some",Unknown,3,PG-13 - Teens 13 or older,6463,5802,3,3151
Tetsuwan Atom (1980),Astro Boy (1980),7.13,"Action, Sci-Fi, Adventure, Mecha, Shounen",TV,52,Finished Airing,10/1/1980,12/23/1981,Fall 1980,Unknown,Nippon Television Network,Manga Entertainment,Tezuka Productions,Manga,24,G - All Ages,4971,11118,70,3152
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,,7.13,"Comedy, Historical, Romance, Shoujo",OVA,1,Finished Airing,8/12/2013,,,,"None found, add some","None found, add some",Brain's Base,Manga,27,PG-13 - Teens 13 or older,1682,91156,51,3153
Toriko Movie: Bishokushin no Special Menu,Toriko the Movie: Secret Recipe of Gourmet God!,7.13,"Action, Adventure, Fantasy, Shounen",Movie,1,Finished Airing,7/27/2013,,,,"Yomiko Advertising, Toei Video, Bandai, Nippon Columbia, Happinet Pictures, Bandai Namco Games, Shueisha",Discotek Media,Toei Animation,Unknown,81,PG-13 - Teens 13 or older,6407,5905,5,3154
30-pun de Wakaru! Kore made no Love Live!,,7.13,"Music, Slice of Life, School",ONA,2,Finished Airing,4/24/2015,5/22/2015,,,"None found, add some","None found, add some",Sunrise,Unknown,30,PG-13 - Teens 13 or older,5480,8765,21,3155
Accel World EX,,7.13,"Action, Game, Sci-Fi, Romance, School",OVA,2,Finished Airing,9/13/2012,1/31/2013,,,"None found, add some","None found, add some",Sunrise,Light novel,24,PG-13 - Teens 13 or older,1503,103860,90,3156
Adachi to Shimamura,Adachi and Shimamura,7.13,"Slice of Life, Romance, School, Shoujo Ai",TV,12,Finished Airing,10/9/2020,12/25/2020,Fall 2020,Fridays at 01:58 (JST),"Pony Canyon, Kadokawa",Funimation,Tezuka Productions,Light novel,24,PG-13 - Teens 13 or older,1260,134009,997,3157
Amanchu! Advance,,7.13,"Slice of Life, Comedy, School, Shounen",TV,12,Finished Airing,4/7/2018,6/23/2018,Spring 2018,Saturdays at 23:00 (JST),"Production I.G, Frontier Works, Shochiku, AT-X, flying DOG, Tokyo MX, Mag Garden","None found, add some",J.C.Staff,Manga,23,PG-13 - Teens 13 or older,3297,28521,32,3158
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,,7.13,"Comedy, Drama",Special,1,Finished Airing,2/22/2012,,,,"None found, add some",Aniplex of America,A-1 Pictures,Original,12,PG-13 - Teens 13 or older,3953,19493,24,3159
Ao no Exorcist: Kyoto Fujouou-hen OVA,,7.13,"Action, Demons, Supernatural, Fantasy, Shounen",OVA,2,Finished Airing,4/4/2017,10/4/2017,,,"None found, add some","None found, add some",A-1 Pictures,Manga,24,PG-13 - Teens 13 or older,2214,59915,53,3160
Aoi Hana,Sweet Blue Flowers,7.13,"Romance, Shoujo Ai, Slice of Life",TV,11,Finished Airing,7/2/2009,9/10/2009,Summer 2009,Thursdays at 02:08 (JST),"Fuji TV, Fujipacific Music",Nozomi Entertainment,J.C.Staff,Manga,22,PG-13 - Teens 13 or older,1762,84967,360,3161
B'T X Neo,,7.13,"Action, Adventure, Shounen",OVA,14,Finished Airing,8/21/1997,1/21/1998,,,TMS-Kyokuchi,Anime Midstream,TMS Entertainment,Manga,24,PG-13 - Teens 13 or older,7208,4421,21,3162
Black Bullet,,7.13,"Action, Sci-Fi, Mystery, Seinen",TV,13,Finished Airing,4/8/2014,7/1/2014,Spring 2014,Tuesdays at 22:30 (JST),"Geneon Universal Entertainment, AT-X, Showgate, NBCUniversal Entertainment Japan",Sentai Filmworks,"Kinema Citrus, Orange",Light novel,24,R - 17+ (violence & profanity),141,781129,3430,3163
